,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,-1.022101879119873,-0.11768890917301178,0.24465276300907135,-0.7019264698028564,-0.3905221223831177,-0.19990813732147217,0.33404505252838135,0.3944324254989624,0.2675981819629669,-0.46072521805763245,-0.32494428753852844,-0.25958508253097534,-0.41380608081817627,0.5371783375740051,0.44353848695755005,0.03721993416547775,-0.26719602942466736,0.28456732630729675
1,-1.095321774482727,-0.1306626796722412,0.2126138061285019,-0.6745102405548096,-0.3652554154396057,-0.13386699557304382,0.3355807662010193,0.4656083881855011,0.2952024042606354,-0.5874261856079102,-0.25110286474227905,-0.23742564022541046,-0.3439665734767914,0.4989032745361328,0.3789283037185669,0.04562815651297569,-0.20080022513866425,0.27113187313079834
2,-0.9273734092712402,-0.11464434862136841,0.2184418886899948,-0.6819804906845093,-0.3316159248352051,-0.2609066963195801,0.26200833916664124,0.33915975689888,0.2993644177913666,-0.36852163076400757,-0.3745882511138916,-0.2565803527832031,-0.3554844260215759,0.5892653465270996,0.3643331825733185,-0.06925895810127258,-0.23910275101661682,0.31936344504356384
3,-1.1090189218521118,-0.18444176018238068,0.25355643033981323,-0.7111256122589111,-0.38134175539016724,-0.19937533140182495,0.22922931611537933,0.3154231905937195,0.26604488492012024,-0.5587496757507324,-0.32939931750297546,-0.22972656786441803,-0.43491458892822266,0.46714991331100464,0.3266887664794922,-0.0890611857175827,-0.27943238615989685,0.24310724437236786
4,-0.8983803987503052,-0.2576075792312622,0.2223232537508011,-0.7154157161712646,-0.20816700160503387,-0.2999587655067444,0.29070258140563965,0.3713260889053345,0.454312264919281,-0.37738150358200073,-0.4898639917373657,-0.2862240970134735,-0.36594563722610474,0.7062239050865173,0.41977018117904663,-0.07226381450891495,-0.2633436322212219,0.40494266152381897
5,-1.1063612699508667,-0.15409556031227112,0.26496610045433044,-0.6575319170951843,-0.33014312386512756,-0.17760725319385529,0.3216187655925751,0.32851642370224,0.2520976960659027,-0.5574015378952026,-0.35960420966148376,-0.2299988865852356,-0.3580423593521118,0.5343852639198303,0.39189139008522034,-0.010139189660549164,-0.30822989344596863,0.2265741229057312
6,-1.1373759508132935,-0.1632617712020874,0.2607126235961914,-0.6564124822616577,-0.3569351136684418,-0.22850899398326874,0.29414331912994385,0.28522568941116333,0.13801459968090057,-0.6024446487426758,-0.30225762724876404,-0.22791536152362823,-0.3537783622741699,0.498171865940094,0.34999170899391174,0.0007672552019357681,-0.28462398052215576,0.1498958170413971
7,-1.015947699546814,-0.1994975060224533,0.31718897819519043,-0.7178881168365479,-0.32032468914985657,-0.26354146003723145,0.31646236777305603,0.3848232328891754,0.3878582715988159,-0.5323138236999512,-0.40347981452941895,-0.26320409774780273,-0.3750632405281067,0.6343519687652588,0.3821069300174713,-0.0300912968814373,-0.19400064647197723,0.4015100300312042
8,-1.061181902885437,-0.15371441841125488,0.21527183055877686,-0.6919916272163391,-0.345664381980896,-0.16806139051914215,0.24839091300964355,0.38791874051094055,0.34946686029434204,-0.523983359336853,-0.2509026825428009,-0.2307957410812378,-0.39504411816596985,0.5160230994224548,0.4133555591106415,-0.04123688116669655,-0.2420373558998108,0.30363062024116516
9,-0.976143479347229,-0.1254977136850357,0.3034358322620392,-0.6810092926025391,-0.349949449300766,-0.22747817635536194,0.302840918302536,0.3560931980609894,0.32583290338516235,-0.4503481090068817,-0.40037840604782104,-0.26280173659324646,-0.42167285084724426,0.5642282366752625,0.40238919854164124,-0.019385939463973045,-0.2506018877029419,0.32286202907562256
10,-1.064098834991455,-0.06515013426542282,0.28778204321861267,-0.6481355428695679,-0.33410587906837463,-0.21394523978233337,0.2977326810359955,0.445366233587265,0.32787883281707764,-0.5034354329109192,-0.2564697861671448,-0.2174888700246811,-0.35665082931518555,0.5492438673973083,0.40370526909828186,-0.0066694095730781555,-0.25654804706573486,0.2850876748561859
11,-1.0580246448516846,-0.2006278932094574,0.3027094900608063,-0.7244283556938171,-0.30759918689727783,-0.1938660442829132,0.24823370575904846,0.39477038383483887,0.3650593161582947,-0.5514582395553589,-0.39212313294410706,-0.2580128610134125,-0.4435802698135376,0.5783096551895142,0.37630924582481384,-0.0565064437687397,-0.24899807572364807,0.33573490381240845
12,-1.0441851615905762,-0.20215176045894623,0.3133313059806824,-0.7174168229103088,-0.2725037932395935,-0.24016033113002777,0.31822648644447327,0.40668532252311707,0.35410913825035095,-0.5193862915039062,-0.37854471802711487,-0.23227575421333313,-0.39037907123565674,0.6468411684036255,0.4311973452568054,0.015716705471277237,-0.24835024774074554,0.3382128179073334
13,0.061321936547756195,0.1470830887556076,-0.004175798036158085,-0.2747857868671417,0.09171707928180695,-0.46436572074890137,0.17773908376693726,0.2770683765411377,0.5501935482025146,0.7901042699813843,-0.26708516478538513,-0.035097502171993256,0.20529361069202423,0.8415439128875732,0.4538346827030182,-0.19443997740745544,-0.30440735816955566,0.38984358310699463
14,-1.0382070541381836,-0.12483164668083191,0.4110475182533264,-0.744430422782898,-0.29041483998298645,-0.2744881510734558,0.29717883467674255,0.38254451751708984,0.40695786476135254,-0.5225809216499329,-0.45166176557540894,-0.17567816376686096,-0.3889571726322174,0.6704977750778198,0.4494502544403076,-0.055449049919843674,-0.3134233355522156,0.37153321504592896
15,-1.0803149938583374,-0.11264553666114807,0.18458925187587738,-0.6813490986824036,-0.40679728984832764,-0.14971758425235748,0.21319329738616943,0.3440375328063965,0.22542227804660797,-0.5082269906997681,-0.28139960765838623,-0.2601693570613861,-0.39484110474586487,0.4579874277114868,0.33036932349205017,-0.08787178248167038,-0.2233123779296875,0.20267020165920258
16,-1.0551584959030151,-0.15741926431655884,0.23428592085838318,-0.6358451247215271,-0.2678122818470001,-0.22365319728851318,0.28041744232177734,0.2949383556842804,0.24668358266353607,-0.5438095331192017,-0.3066040873527527,-0.24725736677646637,-0.26914021372795105,0.5463910102844238,0.38657575845718384,-0.05152953416109085,-0.25055333971977234,0.24839359521865845
17,-1.0528266429901123,-0.16922056674957275,0.22333890199661255,-0.7095293402671814,-0.31244468688964844,-0.19641830027103424,0.27214425802230835,0.399872362613678,0.30760735273361206,-0.5245105624198914,-0.34775274991989136,-0.23970486223697662,-0.35299065709114075,0.5383774042129517,0.36754944920539856,-0.027329057455062866,-0.29884129762649536,0.24736325442790985
18,-1.0484509468078613,-0.10560407489538193,0.2756587862968445,-0.7033431529998779,-0.37251079082489014,-0.20207716524600983,0.29098615050315857,0.31066232919692993,0.3266714811325073,-0.4984883964061737,-0.3242253363132477,-0.24992460012435913,-0.4123835265636444,0.4779696464538574,0.36332136392593384,-0.03893478959798813,-0.3224700689315796,0.26935452222824097
19,-1.1586800813674927,-0.058057256042957306,0.28490301966667175,-0.6984652876853943,-0.4483586251735687,-0.18129341304302216,0.2963542938232422,0.2959440350532532,0.16913874447345734,-0.6031450629234314,-0.26912862062454224,-0.178706094622612,-0.3957456946372986,0.43520981073379517,0.34930238127708435,-0.008172890171408653,-0.3159257173538208,0.10394825786352158
20,-1.0713679790496826,-0.08974362164735794,0.25771084427833557,-0.5937458872795105,-0.35159263014793396,-0.2587030529975891,0.2754119038581848,0.328721284866333,0.1968889832496643,-0.5025941133499146,-0.2839101552963257,-0.18665501475334167,-0.3047279715538025,0.48625555634498596,0.3273037374019623,-0.06911192834377289,-0.29383254051208496,0.17666961252689362
21,-1.0498043298721313,-0.10736909508705139,0.2907508313655853,-0.6572001576423645,-0.38291648030281067,-0.20826908946037292,0.2292509824037552,0.3537321984767914,0.36431410908699036,-0.508033037185669,-0.3515462875366211,-0.2622376084327698,-0.39635172486305237,0.5136826038360596,0.36660251021385193,-0.07271268218755722,-0.2749509811401367,0.27792996168136597
22,-1.0584906339645386,-0.271328330039978,0.3667443096637726,-0.7377086281776428,-0.22171275317668915,-0.2670518159866333,0.3092840015888214,0.4237267076969147,0.4218701720237732,-0.5981940627098083,-0.4829723536968231,-0.25378069281578064,-0.360382616519928,0.7098715901374817,0.4218340218067169,-0.05970153957605362,-0.24010787904262543,0.3769422769546509
23,-1.0590726137161255,-0.12671047449111938,0.28318846225738525,-0.6764313578605652,-0.3180123567581177,-0.21845808625221252,0.3116272985935211,0.35011526942253113,0.23130163550376892,-0.5501725077629089,-0.35744166374206543,-0.21556837856769562,-0.3503454923629761,0.6023982763290405,0.39881548285484314,-0.031946223229169846,-0.276969313621521,0.18548989295959473
24,-1.081180453300476,-0.113898865878582,0.22493547201156616,-0.7318617105484009,-0.3801668584346771,-0.11933684349060059,0.2771422863006592,0.3878697454929352,0.18874117732048035,-0.516728937625885,-0.2604067325592041,-0.22385632991790771,-0.4277644455432892,0.5084232091903687,0.406022310256958,-0.016040585935115814,-0.18864965438842773,0.2112584412097931
25,-1.0775339603424072,-0.12467272579669952,0.19381655752658844,-0.716491162776947,-0.45566442608833313,-0.13196562230587006,0.2607537806034088,0.30063343048095703,0.19791166484355927,-0.5305547118186951,-0.21543428301811218,-0.24263106286525726,-0.4531565308570862,0.42747730016708374,0.3990615904331207,-0.10477269440889359,-0.2508717179298401,0.21183925867080688
26,-1.0951727628707886,-0.24875767529010773,0.4196855127811432,-0.7275885343551636,-0.2823103070259094,-0.29606494307518005,0.22875238955020905,0.3145744800567627,0.48927971720695496,-0.5874209403991699,-0.4925326406955719,-0.249252587556839,-0.39147523045539856,0.6456680297851562,0.3423219323158264,-0.10404324531555176,-0.3190222978591919,0.3361051678657532
27,-1.0010313987731934,-0.14743393659591675,0.2634894549846649,-0.7539955973625183,-0.359942764043808,-0.19653597474098206,0.32578837871551514,0.36054012179374695,0.2060634344816208,-0.4589480459690094,-0.3749122619628906,-0.2359890341758728,-0.41965582966804504,0.5561157464981079,0.3955729603767395,0.046063460409641266,-0.264132559299469,0.26039189100265503
28,-1.1740309000015259,-0.19945403933525085,0.2737419903278351,-0.6485480666160583,-0.3440662920475006,-0.2588540017604828,0.2544308304786682,0.293365478515625,0.12057390064001083,-0.6180964112281799,-0.340911328792572,-0.24575771391391754,-0.3569449484348297,0.540023922920227,0.32538196444511414,-0.044315218925476074,-0.280750036239624,0.13742223381996155
29,-0.8930926322937012,-0.17342835664749146,0.19496868550777435,-0.7227436304092407,-0.37675195932388306,-0.2325274795293808,0.27543047070503235,0.2769029140472412,0.26548242568969727,-0.39095765352249146,-0.2890653908252716,-0.1958964318037033,-0.40222349762916565,0.4895784556865692,0.2982272207736969,-0.10211020708084106,-0.2855381369590759,0.2091629058122635
30,-0.9412044286727905,-0.12134656310081482,0.16239430010318756,-0.7152206301689148,-0.37035560607910156,-0.22185683250427246,0.23602674901485443,0.30961179733276367,0.2802610993385315,-0.3885202407836914,-0.2789612412452698,-0.24114340543746948,-0.41811054944992065,0.5146995782852173,0.3347780406475067,-0.0897318571805954,-0.26647740602493286,0.2871033847332001
31,-0.9907586574554443,-0.14092978835105896,0.2660033404827118,-0.7144386172294617,-0.2824276387691498,-0.17992641031742096,0.3007553815841675,0.41540125012397766,0.3920231759548187,-0.4905907213687897,-0.38042208552360535,-0.22847537696361542,-0.3602534830570221,0.6141843795776367,0.4127785861492157,0.014403395354747772,-0.19518746435642242,0.4151538014411926
32,-1.0560851097106934,-0.08938544988632202,0.21772028505802155,-0.6979541182518005,-0.3835490643978119,-0.18880890309810638,0.3454284071922302,0.4083162248134613,0.3090386986732483,-0.5042864084243774,-0.3122377097606659,-0.24309338629245758,-0.3945196270942688,0.4865623116493225,0.3592979609966278,0.03440939635038376,-0.2341795712709427,0.3273589015007019
33,-1.110173225402832,-0.10304329544305801,0.35069793462753296,-0.6836787462234497,-0.3591437041759491,-0.21824386715888977,0.23803795874118805,0.34119969606399536,0.25873589515686035,-0.5991545915603638,-0.3389638364315033,-0.19873468577861786,-0.35629186034202576,0.525736927986145,0.36504387855529785,-0.07927735149860382,-0.2487134039402008,0.27681678533554077
34,-1.0348743200302124,-0.05597501993179321,0.3871106505393982,-0.6768132448196411,-0.4653278887271881,-0.2385900616645813,0.30644872784614563,0.3937847912311554,0.35105887055397034,-0.5108124017715454,-0.3263123631477356,-0.15194520354270935,-0.4070645570755005,0.43146568536758423,0.3088279962539673,-0.047144509851932526,-0.2940328121185303,0.33294737339019775
35,-1.0367138385772705,-0.18552237749099731,0.36023637652397156,-0.7625783085823059,-0.308362752199173,-0.2119828462600708,0.300896555185318,0.37620294094085693,0.36047038435935974,-0.5509793162345886,-0.38812416791915894,-0.20841434597969055,-0.4131695628166199,0.5317099690437317,0.29531407356262207,-0.024582521989941597,-0.2922763526439667,0.26110342144966125
36,-1.109159231185913,-0.09670944511890411,0.2525289058685303,-0.6552900671958923,-0.41182422637939453,-0.2586866617202759,0.2787141501903534,0.39096832275390625,0.23944079875946045,-0.5579751133918762,-0.28646835684776306,-0.3074941337108612,-0.358687162399292,0.5139991641044617,0.35969632863998413,-0.000961577519774437,-0.2528213858604431,0.17690743505954742
37,-1.0566976070404053,-0.13321992754936218,0.2696742117404938,-0.6948304176330566,-0.3442380428314209,-0.2557162344455719,0.28845807909965515,0.34583595395088196,0.2100735306739807,-0.5312273502349854,-0.3377237319946289,-0.2326885312795639,-0.33311498165130615,0.6019691824913025,0.42472442984580994,-0.008530971594154835,-0.2632034718990326,0.20558977127075195
38,-1.0547206401824951,-0.12477175146341324,0.2548352777957916,-0.712441623210907,-0.3000204563140869,-0.21469374001026154,0.3014339506626129,0.42266643047332764,0.34610119462013245,-0.49093347787857056,-0.287617027759552,-0.18861055374145508,-0.38804444670677185,0.6091853380203247,0.4378299117088318,-0.013500958681106567,-0.20562529563903809,0.379566490650177
39,-1.069493055343628,-0.1449330747127533,0.27503901720046997,-0.6235820651054382,-0.37958621978759766,-0.2508728802204132,0.3082917332649231,0.2664254307746887,0.17761853337287903,-0.5616652965545654,-0.321008563041687,-0.21322153508663177,-0.31817716360092163,0.5012658834457397,0.3716139793395996,-0.02322561666369438,-0.32761502265930176,0.1686699092388153
40,-1.1115355491638184,-0.12002089619636536,0.26963281631469727,-0.640971302986145,-0.30991876125335693,-0.1855601966381073,0.3074292838573456,0.32250702381134033,0.2508251667022705,-0.5834131240844727,-0.3004097640514374,-0.22151754796504974,-0.35610485076904297,0.5625296235084534,0.3938067853450775,0.008708102628588676,-0.27990227937698364,0.23063750565052032
41,-1.0297259092330933,-0.11573326587677002,0.3584609627723694,-0.7570458054542542,-0.36883053183555603,-0.16703586280345917,0.2921447455883026,0.41855376958847046,0.33269456028938293,-0.5319620370864868,-0.3254179358482361,-0.2023000866174698,-0.4297589957714081,0.5789993405342102,0.445020467042923,-0.060316458344459534,-0.222339928150177,0.29416128993034363
42,-1.0664074420928955,-0.18372413516044617,0.2033841907978058,-0.6264395117759705,-0.2897225022315979,-0.2687023878097534,0.25622043013572693,0.3089021146297455,0.30741193890571594,-0.5243942141532898,-0.2971455752849579,-0.24240641295909882,-0.32113176584243774,0.5495433807373047,0.343092679977417,-0.058262307196855545,-0.3190380930900574,0.2223999798297882
43,-1.055402398109436,-0.17450520396232605,0.2386995106935501,-0.7286815047264099,-0.3459279537200928,-0.21086888015270233,0.35345375537872314,0.3631352484226227,0.3020159602165222,-0.5148091912269592,-0.30633363127708435,-0.2554456293582916,-0.41983717679977417,0.5098645091056824,0.3589845597743988,0.011583814397454262,-0.29251828789711,0.23993796110153198
44,-1.0739020109176636,-0.13884428143501282,0.3042200803756714,-0.6895138025283813,-0.39349591732025146,-0.2500280737876892,0.26655736565589905,0.3190761208534241,0.2698378562927246,-0.5409694314002991,-0.33175215125083923,-0.27694523334503174,-0.3864108920097351,0.4996936023235321,0.3513951897621155,-0.02517632022500038,-0.26520204544067383,0.2649747431278229
45,-1.0361130237579346,-0.06825552880764008,0.3622456192970276,-0.6998373866081238,-0.4472949504852295,-0.29586684703826904,0.34333208203315735,0.35414615273475647,0.15772166848182678,-0.5056315064430237,-0.3352903723716736,-0.19612418115139008,-0.3972187340259552,0.5571979880332947,0.35609713196754456,0.051565662026405334,-0.2552386224269867,0.1975824236869812
46,-1.133391261100769,-0.14335045218467712,0.33200353384017944,-0.6752089858055115,-0.3699551224708557,-0.1876409351825714,0.34735333919525146,0.314104825258255,0.1946820169687271,-0.5997451543807983,-0.2968578338623047,-0.22155869007110596,-0.38537582755088806,0.4969494342803955,0.4010656476020813,0.03853105753660202,-0.32413333654403687,0.17312750220298767
47,-1.0620267391204834,-0.1052025705575943,0.3364734351634979,-0.7160831689834595,-0.3091188669204712,-0.16421326994895935,0.2949799597263336,0.4277762174606323,0.4575994908809662,-0.4964826703071594,-0.3167216181755066,-0.1427580863237381,-0.415854275226593,0.5405733585357666,0.3411254584789276,-0.018715884536504745,-0.2629799246788025,0.34828129410743713
48,-1.0586806535720825,-0.17082281410694122,0.33919990062713623,-0.7333690524101257,-0.37111204862594604,-0.24914845824241638,0.34757086634635925,0.3385780453681946,0.27510082721710205,-0.5319322347640991,-0.35898667573928833,-0.16469305753707886,-0.4361552298069,0.5236063003540039,0.31356412172317505,0.03631902486085892,-0.2878340482711792,0.3165537416934967
